,id,name,symbol,slug,rank,displayTV,is_active,first_historical_data,last_historical_data,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,platform
269,1845,IXT,IXT,ixledger,1967.0,1,1,2017-07-27T17:59:52.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094,
270,17131,IX Token,IXT,ix-token,3152.0,1,1,2022-01-11T11:15:00.000Z,2022-10-28T09:55:00.000Z,3890.0,Polygon,MATIC,polygon,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,
271,2498,Jibrel Network,JNT,jibrel-network,,1,0,2018-02-05T21:09:30.000Z,2021-03-02T13:44:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa5fd1a791c4dfcaacc963d4f73c6ae5824149ea7,
272,2398,SelfKey,KEY,selfkey,532.0,1,1,2018-01-15T17:34:19.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,
273,9302,MoMo KEY,KEY,momo-key,7148.0,1,1,2021-04-19T22:27:03.000Z,2022-10-28T09:57:00.000Z,1839.0,BNB,BNB,bnb,0x85c128ee1feeb39a59490c720a9c563554b51d33,
274,472,KeyCoin,KEY,keycoin,,1,0,2014-07-18T12:24:19.000Z,2016-01-05T17:39:15.000Z,,,,,,
275,2713,KEY,KEY,key,,1,0,2018-05-08T00:09:24.000Z,2022-09-13T18:19:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4cd988afbad37289baaf53c13e98e2bd46aaea8c,
276,6563,MYKEY,KEY,mykey,,1,0,,,,,,,,
277,10700,KickToken,KICK,kicktoken,1510.0,1,1,2021-07-02T16:30:10.000Z,2022-10-28T09:55:00.000Z,1839.0,BNB,BNB,bnb,0x824a50df33ac1b41afc52f4194e2e8356c17c3ac,
278,12640,KICK.IO,KICK,kick-io,4155.0,1,1,2021-10-12T08:24:05.000Z,2022-10-28T09:59:00.000Z,2010.0,Cardano,ADA,cardano,49fe136eb6a7f438fec3a2b1fedbc29ce2723c5248530b3b1f5fbde74b49434b,
279,2017,KickToken [old],KICK,kick-token,,1,0,2017-10-04T16:49:25.000Z,2021-07-05T20:24:16.000Z,1027.0,Ethereum,ETH,ethereum,0xc12d1c73ee7dc3615ba4e37e4abfdbddfa38907e,
280,1993,Kin,KIN,kin,545.0,1,1,2017-09-27T19:29:34.000Z,2022-10-28T09:59:00.000Z,,,,,,
281,1521,Komodo,KMD,komodo,443.0,1,1,2017-02-05T23:49:46.000Z,2022-10-28T09:59:00.000Z,,,,,,
282,9444,Kyber Network Crystal v2,KNC,kyber-network-crystal-v2,157.0,1,1,2021-07-28T05:31:04.000Z,2022-10-28T09:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,
283,2090,LATOKEN,LA,latoken,577.0,1,1,2017-10-25T17:54:27.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf,
284,2594,LatiumX,LATX,latiumx,,1,0,2018-03-21T23:29:21.000Z,2019-10-15T22:19:03.000Z,1027.0,Ethereum,ETH,ethereum,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,
285,2580,Leadcoin,LDC,leadcoin,,1,0,2018-03-12T20:04:20.000Z,2021-06-14T09:59:08.000Z,1027.0,Ethereum,ETH,ethereum,0x5102791ca02fc3595398400bfe0e33d7b6c82267,
286,2239,Aave [old],LEND,aave-old,,1,0,2017-11-30T06:59:36.000Z,2021-02-23T08:39:04.000Z,1027.0,Ethereum,ETH,ethereum,0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,
287,11534,Levante U.D. Fan Token,LEV,levante-ud-fan-token,1910.0,1,1,2021-11-24T09:42:05.000Z,2022-10-28T09:57:00.000Z,,,,,,
288,9505,Lever Token,LEV,lever-token,4744.0,1,1,2021-05-07T14:48:05.000Z,2022-10-28T09:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbc194e6f748a222754c3e8b9946922c09e7d4e91,
289,2377,Leverj,LEV,leverj,,1,0,2018-01-12T20:19:20.000Z,2021-01-21T21:19:04.000Z,1027.0,Ethereum,ETH,ethereum,0x0f4ca92660efad97a9a70cb0fe969c755439772c,
290,1975,Chainlink,LINK,chainlink,22.0,1,1,2017-09-20T20:54:59.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,
291,1454,Lykke,LKK,lykke,,1,0,2016-11-14T21:39:37.000Z,2022-07-28T18:29:00.000Z,,,,,,
292,2518,LOCIcoin,LOCI,locicoin,,1,0,2018-02-10T19:54:20.000Z,2021-01-08T06:49:05.000Z,1027.0,Ethereum,ETH,ethereum,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2,
293,1934,Loopring,LRC,loopring,97.0,1,1,2017-08-30T02:15:10.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,
294,1214,Lisk,LSK,lisk,171.0,1,1,2016-04-06T20:19:57.000Z,2022-10-28T09:59:00.000Z,,,,,,
295,1658,Lunyr,LUN,lunyr,2279.0,1,1,2017-05-01T13:29:54.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfa05A73FfE78ef8f1a739473e462c54bae6567D9,
296,17365,LunarBrain,LUN,lunarbrain,,1,0,2022-03-24T23:38:00.000Z,2022-04-05T18:23:00.000Z,9640.0,MetisDAO,METIS,metisdao,0xc19e380a0086264904018f1fb8ff3b6e970c30ea,
297,2554,Lympo,LYM,lympo,1233.0,1,1,2018-03-01T21:24:21.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5,
298,1966,Decentraland,MANA,decentraland,45.0,1,1,2017-09-17T00:41:16.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,
299,12712,Genesis Mana,MANA,genesis-mana,,1,0,2021-10-14T08:21:05.000Z,2022-10-16T18:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2d77f5b3efa51821ad6483adaf38ea4cb1824cc5,
300,16942,Meta Capital,MCAP,meta-capital,8882.0,1,1,2022-01-06T08:26:00.000Z,2022-10-28T09:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbce0665b20164d6cd6d15e70fed1e094ad4a44f0,
301,1690,MCAP,MCAP,mcap,,1,0,2017-05-30T13:59:50.000Z,2019-04-17T23:14:01.000Z,1027.0,Ethereum,ETH,ethereum,0x93e682107d1e9defb0b5ee701c71707a4b2e46bc,
302,2000,Musiconomi,MCI,musiconomi,,1,0,2017-10-27T18:59:24.000Z,2019-02-05T23:59:01.000Z,1027.0,Ethereum,ETH,ethereum,0x138a8752093f4f9a79aaedf48d4b9248fab93c9c,
303,1776,MCO,MCO,crypto-com,,1,0,2017-07-03T16:54:31.000Z,2021-12-23T19:44:10.000Z,1027.0,Ethereum,ETH,ethereum,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,
304,2303,MediBloc,MED,medibloc,179.0,1,1,2017-12-22T20:25:02.000Z,2022-10-28T09:59:00.000Z,,,,,,
305,688,MediterraneanCoin,MED,mediterraneancoin,,1,0,2014-10-22T12:09:26.000Z,2017-07-27T02:04:11.000Z,,,,,,
306,1715,MobileGo,MGO,mobilego,,1,0,2017-06-11T16:34:56.000Z,2022-05-25T18:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x40395044Ac3c0C57051906dA938B54BD6557F212,
307,1552,Enzyme,MLN,enzyme,363.0,1,1,2017-02-22T00:44:37.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,
308,2429,Mobius,MOBI,mobius,976.0,1,1,2018-01-20T01:34:26.000Z,2022-10-28T09:59:00.000Z,512.0,Stellar,XLM,stellar,GA6HCMBLTZS5VYYBCATRBRZ3BZJMAFUDKYYF6AH6MVCMGWMRDNSWJPIH,
309,14099,Mobius Money,MOBI,mobius-money,6169.0,1,1,2021-11-08T13:57:20.000Z,2022-10-28T09:57:00.000Z,5567.0,Celo,CELO,celo,0x73a210637f6f6b7005512677ba6b3c96bb4aa44b,
310,17399,Moebius,MOBI,moebius,8931.0,1,1,2022-01-17T11:38:00.000Z,2022-10-28T09:58:00.000Z,1839.0,BNB,BNB,bnb,0x192a4fFCCAc2D29Fe3f84cAEe5e94Ed3737c705b,
311,8494,Modefi,MOD,modefi,1038.0,1,1,2021-02-17T19:20:06.000Z,2022-10-28T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xea1ea0972fa092dd463f2968f9bb51cc4c981d71,
312,2080,Modum,MOD,modum,,1,0,2017-10-23T16:34:27.000Z,2019-05-11T02:59:03.000Z,1027.0,Ethereum,ETH,ethereum,0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e,
313,19123,MetaSpets,MSP,metaspets,7067.0,1,1,2022-04-29T16:47:00.000Z,2022-10-28T09:57:00.000Z,1839.0,BNB,BNB,bnb,0x5270556791Ae9f924a892A46DDd0b0b449281365,
314,1847,Mothership,MSP,mothership,,1,0,2017-07-28T03:49:54.000Z,2019-02-15T23:59:02.000Z,1027.0,Ethereum,ETH,ethereum,0x68aa3f232da9bdc2343465545794ef3eea5209bd,
315,10553,Moonship Finance,MSP,moonship-finance,,1,0,2021-07-19T22:51:06.000Z,2021-10-11T09:46:05.000Z,2502.0,Huobi Token,HT,huobi-token,0x3587b2f70d5eaaa26a7b6520b9f286b6538d621f,
316,1947,Monetha,MTH,monetha,957.0,1,1,2017-09-06T05:40:04.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,
317,2497,Medicalchain,MTN,medical-chain,1540.0,1,1,2018-02-03T19:04:30.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,
318,15340,Metanoom,MTN,metanoom,8720.0,1,1,2021-11-30T05:48:35.000Z,2022-10-28T09:58:00.000Z,1839.0,BNB,BNB,bnb,0x02c28de884a4f0bc67d1dacc466def995f6da822,
319,14160,Matrix Protocol,MTX,matrix-protocol,8606.0,1,1,2021-11-09T09:06:23.000Z,2022-10-28T09:56:00.000Z,1839.0,BNB,BNB,bnb,0xe28832f94aa99d3ed4c61ef805330168556b4179,
320,2325,Matryx,MTX,matryx,,1,0,2018-01-02T22:14:18.000Z,2022-09-28T18:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0af44e2784637218dd1d32a322d44e603a8f0c6a,
321,15791,MetaMatrix,MTX,metamatrix,,1,0,2021-12-08T08:24:06.000Z,2022-04-03T18:19:00.000Z,1839.0,BNB,BNB,bnb,0xd1a6eff20958403f9fa137760e62dfde4516a0b1,
322,2533,Restart Energy MWAT,MWAT,restart-energy-mwat,,1,0,2018-02-17T20:44:20.000Z,2021-12-06T18:24:07.000Z,1027.0,Ethereum,ETH,ethereum,0x6425c6be902d692ae2db752b3c268afadb099d3b,
323,1902,MyBit,MYB,mybit,2364.0,1,1,2017-08-19T19:35:03.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,
324,1721,Mysterium,MYST,mysterium,897.0,1,1,2017-06-14T13:59:57.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4Cf89ca06ad997bC732Dc876ed2A7F26a9E7f361,
325,18957,MYSTERY,MYST,mystery,9068.0,1,1,2022-03-21T02:32:00.000Z,2022-10-28T09:57:00.000Z,1839.0,BNB,BNB,bnb,0xcdcaef3ce3a138c47ddb0b04a9b04649c13d50ed,
326,808,MysteryCoin,MYST,mysterycoin,,1,0,2015-02-06T13:14:26.000Z,2015-11-25T14:29:23.000Z,,,,,,
327,75,NetCoin,NET,netcoin,,1,0,2013-12-17T04:07:16.000Z,2018-10-24T00:23:46.000Z,,,,,,
328,1811,Nimiq Exchange Token,NET,nimiq-exchange-token,,1,0,2017-07-15T20:14:16.000Z,2019-02-08T18:29:03.000Z,,,,,,
329,3788,NEXT,NET,next,,1,0,2019-03-11T18:44:08.000Z,2021-10-11T09:44:08.000Z,1027.0,Ethereum,ETH,ethereum,0xF29226914595052a04F5AFbe6410D0C3eD707548,
330,2318,Neumark,NEU,neumark,6106.0,1,1,2017-12-29T21:54:18.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa823e6722006afe99e91c30ff5295052fe6b8e32,
331,1080,NeuCoin,NEU,neucoin,,1,0,2015-09-25T19:34:29.000Z,2017-06-12T17:09:27.000Z,,,,,,
332,2305,NAGA,NGC,naga,3766.0,1,1,2017-12-23T21:59:59.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131,
333,2420,Nitro,NOX,nitro,,1,0,2018-01-19T01:44:25.000Z,2020-07-09T02:19:11.000Z,1027.0,Ethereum,ETH,ethereum,0xec46f8207d766012454c408de210bcbc2243e71c,
334,19793,CryptoNitro,NOX,cryptonitro,,1,0,,,1839.0,BNB,BNB,bnb,0x2976284040d8d36fc8cd0d458d4d5bcfa4c6d2f8,
335,2602,NaPoleonX,NPX,napoleonx,,1,0,2018-03-21T20:44:21.000Z,2022-05-03T05:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02,
336,2603,Pundi X (Old),NPXS,pundi-x,7755.0,1,1,2018-03-22T17:04:21.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3,
337,2536,Neurotoken,NTK,neurotoken,1938.0,1,1,2018-02-20T01:59:20.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x69beab403438253f13b6e92db91f7fb849258263,
338,3149,Netkoin,NTK,netkoin,7941.0,1,1,2018-08-10T20:29:27.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5d4d57cd06fa7fe99e26fdc481b468f77f05073c,
339,1794,NVO,NVST,nvo,,1,0,2017-07-10T23:14:33.000Z,2018-07-19T19:10:09.000Z,,,,,,
340,1853,OAX,OAX,oax,690.0,1,1,2017-07-31T18:40:05.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x701c244b988a513c945973defa05de933b23fe1d,
341,1808,OMG Network,OMG,omg,126.0,1,1,2017-07-14T04:34:16.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,
342,21079,OMEGA FINANCE,OMG,omega-finance,,1,0,2022-07-21T12:47:00.000Z,2022-09-13T18:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3d1f5e133c2988d14a0c13bdd2b58d260e74ef9a,
343,20931,Optimus,OPT,optimus-opt,6502.0,1,1,2022-07-10T10:02:00.000Z,2022-10-28T09:57:00.000Z,1839.0,BNB,BNB,bnb,0xDFE29AFdF5A7D0bb92A01A56Adabfa87D652E0E7,
344,1931,Opus,OPT,opus,,1,0,2017-08-29T15:50:16.000Z,2022-10-07T18:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4355fC160f74328f9b383dF2EC589bB3dFd82Ba0,
345,6694,Open Predict Token,OPT,open-predict-token,,1,0,2020-08-24T10:49:18.000Z,2021-11-12T18:14:06.000Z,1027.0,Ethereum,ETH,ethereum,0x4FE5851C9af07df9e5AD8217aFAE1ea72737Ebda,
346,2296,OST,OST,ost,1751.0,1,1,2017-12-19T19:14:44.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,
347,8029,Oxygen,OXY,oxygen,1250.0,1,1,2021-03-16T14:20:15.000Z,2022-10-28T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x965697b4ef02f0de01384d0d4f9f782b1670c163,
348,3438,Oxycoin,OXY,oxycoin,,1,0,2018-10-12T19:44:22.000Z,2020-09-01T23:59:06.000Z,1027.0,Ethereum,ETH,ethereum,0x869b1f57380ae501d387b19262efd3c0eb7501b0,
349,18502,Oxy-Fi,OXY,oxy-fi,,1,0,2022-03-02T08:14:00.000Z,2022-09-09T18:19:00.000Z,5805.0,Avalanche,AVAX,avalanche,0x2dd0D1c14586731701706dE1ABf9b2Dc47561645,
350,1758,TenX,PAY,tenx,1045.0,1,1,2017-06-27T05:30:59.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xb97048628db6b661d4c2aa833e95dbe1a905b280,
351,17978,PayBolt,PAY,paybolt,5366.0,1,1,2022-02-09T08:42:00.000Z,2022-10-28T09:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe580074A10360404AF3ABfe2d524D5806D993ea3,
352,21336,Pebble,PBL,pebble,7822.0,1,1,2022-08-09T16:41:00.000Z,2022-10-28T09:56:00.000Z,3513.0,Fantom,FTM,fantom,0x9a2d0935e6cc558aaba4ebd280f03a74b4752add,
353,2217,Publica,PBL,publica,,1,0,2017-11-23T01:34:42.000Z,2019-02-01T23:59:06.000Z,1027.0,Ethereum,ETH,ethereum,0x55648de19836338549130b1af587f16bea46f66b,
354,22304,Project Babel,PBT,project-babel,3113.0,1,1,2022-10-20T04:50:00.000Z,2022-10-28T09:55:00.000Z,1839.0,BNB,BNB,bnb,0xee923e118d1306b7e8358573c39499be0859cfcf,
355,1841,Primalbase Token,PBT,primalbase,,1,0,2017-07-27T16:04:50.000Z,2021-11-03T07:04:08.000Z,,,,,,
356,11727,Phoenix Token,PHX,phoenix-token,2291.0,1,1,2021-09-07T14:09:05.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xAeC65404DdC3af3C897AD89571d5772C1A695F22,
357,2112,Phoenix Global [old],PHX,phoenix-global,7224.0,1,1,2017-10-28T21:39:25.000Z,2022-10-28T09:59:00.000Z,1376.0,Neo,NEO,neo,1578103c13e39df15d0d29826d957e85d770d8c9,
358,16366,Phoenix Blockchain,PHX,phoenix,8819.0,1,1,2021-12-24T08:26:14.000Z,2022-10-28T09:56:00.000Z,,,,,,
359,10206,Phoenix Protocol,PHX,phoenix-protocol,,1,0,2021-06-01T20:27:18.000Z,2021-08-13T23:42:10.000Z,1839.0,BNB,BNB,bnb,0xb98d864ddcb573567b3a2258c9e5cab58fe7974e,
360,10774,Sonar,PING,sonar,1148.0,1,1,2021-07-06T11:12:36.000Z,2022-10-28T09:57:00.000Z,1839.0,BNB,BNB,bnb,0x5546600f77eda1dcf2e8817ef4d617382e7f71f5,
361,1777,CryptoPing,PING,cryptoping,,1,0,2017-07-03T21:19:25.000Z,2021-09-25T23:09:16.000Z,1027.0,Ethereum,ETH,ethereum,0x21cd6af01383651ed10554394c0497f9db5e5dbc,
362,9523,PKT,PKT,pkt,958.0,1,1,2022-03-17T04:05:00.000Z,2022-10-28T09:55:00.000Z,,,,,,
363,2279,Playkey,PKT,playkey,2180.0,1,1,2017-12-20T06:19:41.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2604fa406be957e542beb89e6754fcde6815e83f,
364,18331,PiratesKing,PKT,piratesking,,1,0,2022-02-24T05:50:00.000Z,2022-05-29T18:15:00.000Z,1839.0,BNB,BNB,bnb,0x4cbd8adcd7eca7d1b71adbbf484f1e8014681a9d,
365,1784,Polybius,PLBT,polybius,6041.0,1,1,2017-07-06T18:24:16.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,
366,1834,Pillar,PLR,pillar,1334.0,1,1,2017-07-24T19:25:00.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,
367,1937,Po.et,POE,poet,2168.0,1,1,2017-09-01T00:30:04.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,
368,2132,Powerledger,POWR,power-ledger,238.0,1,1,2017-11-01T17:09:28.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x595832f8fc6bf59c85c527fec3740a1b7a361269,
369,1327,Peerplays [old],PPY,peerplays,,1,0,2016-08-01T18:21:04.000Z,2017-06-13T13:34:46.000Z,,,,,,
370,1719,Peerplays,PPY,peerplays-ppy,,1,0,2017-06-13T13:40:00.000Z,2021-12-31T02:34:19.000Z,,,,,,
371,2094,Paragon,PRG,paragon,,1,0,2017-10-26T00:49:25.000Z,2020-08-31T23:59:22.000Z,1027.0,Ethereum,ETH,ethereum,0x7728dFEF5aBd468669EB7f9b48A7f70a501eD29D,
372,2184,Privatix,PRIX,privatix,2313.0,1,1,2017-11-16T19:29:34.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a,
373,1974,Propy,PRO,propy,333.0,1,1,2017-09-19T05:24:49.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x226bb599a12c826476e3a771454697ea52e9e220,
374,19565,Prometheus,PRO,prometheus-pro,9124.0,1,1,2022-04-15T08:30:00.000Z,2022-10-28T09:55:00.000Z,9640.0,MetisDAO,METIS,metisdao,0x259EF6776648500D7F1A8aBA3651E38b1121e65e,
375,492,PayProCoin,PRO,payprocoin,,1,0,2014-07-31T12:44:24.000Z,2014-11-02T02:49:17.000Z,,,,,,
376,905,ProsperityCoin,PRO,prosperitycoin,,1,0,2015-04-27T12:04:29.000Z,2015-09-21T23:59:23.000Z,,,,,,
377,1708,Patientory,PTOY,patientory,1964.0,1,1,2017-06-06T06:04:53.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,
378,2213,QASH,QASH,qash,798.0,1,1,2017-11-21T18:14:40.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,
379,2242,Qbao,QBT,qbao,1951.0,1,1,2017-12-03T15:49:47.000Z,2022-10-28T09:59:00.000Z,,,,,,
380,11414,Qubit,QBT,qubit,7578.0,1,1,2021-08-26T08:27:11.000Z,2022-10-28T09:57:00.000Z,1839.0,BNB,BNB,bnb,0x17b7163cf1dbd286e262ddc68b553d899b93f526,
381,1435,Cubits,QBT,cubits,,1,0,2016-10-24T23:37:04.000Z,2019-02-05T21:54:03.000Z,,,,,,
382,2321,QLC Chain,QLC,qlink,881.0,1,1,2017-12-29T21:54:18.000Z,2022-10-28T09:59:00.000Z,1376.0,Neo,NEO,neo,0d821bd7b6d53f5c2b40e217c6defc8bbe896cf5,
383,1684,Qtum,QTUM,qtum,111.0,1,1,2017-05-24T15:19:53.000Z,2022-10-28T09:59:00.000Z,,,,,,
384,2096,Ripio Credit Network,RCN,ripio-credit-network,1209.0,1,1,2017-10-26T15:54:25.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6,
385,1418,Rcoin,RCN,rcoin,,1,0,2016-10-09T22:29:31.000Z,2018-10-18T12:04:04.000Z,,,,,,
386,2161,Raiden Network Token,RDN,raiden-network-token,980.0,1,1,2017-11-08T19:04:33.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,
387,21105,Ride2Earn,RDN,ride2earn,,1,0,2022-07-25T03:20:00.000Z,2022-09-19T18:15:00.000Z,1839.0,BNB,BNB,bnb,0x2b916bdf78dac3a3f7ae8134622147acf3e548e4,
388,14463,Realy,REAL,realy,3469.0,1,1,2021-12-10T12:45:03.000Z,2022-10-28T09:55:00.000Z,5426.0,Solana,SOL,solana,AD27ov5fVU2XzwsbvnFvb1JpCBaCB5dRXrczV9CqSVGb,
389,13698,Real Realm,REAL,real-realm,4603.0,1,1,2021-11-25T04:39:05.000Z,2022-10-28T09:59:00.000Z,1839.0,BNB,BNB,bnb,0xE91cd52Bd65fe23A3EAE40E3eB87180E8306399F,
390,14721,RealLink,REAL,reallink,7282.0,1,1,2021-11-22T03:51:05.000Z,2022-10-28T09:56:00.000Z,,,,,,
391,2030,REAL,REAL,real,,1,0,2017-10-08T22:59:47.000Z,2021-12-09T04:19:10.000Z,1027.0,Ethereum,ETH,ethereum,0x9214ec02cb71cba0ada6896b8da260736a67ab10,
392,2071,Request,REQ,request,182.0,1,1,2017-10-20T15:49:24.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8f8221afbb33998d8584a2b05749ba73c37a938a,
393,1637,iExec RLC,RLC,rlc,254.0,1,1,2017-04-20T21:49:49.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x607f4c5bb672230e8672085532f7e901544a7375,
394,1991,Rivetz,RVT,rivetz,2445.0,1,1,2017-09-25T21:14:32.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244,
395,1807,Santiment Network Token,SAN,santiment,923.0,1,1,2017-07-12T18:59:21.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,
396,22110,Club Santos Laguna Fan Token,SAN,club-santos-laguna-fan-token,3049.0,1,1,2022-10-08T08:21:00.000Z,2022-10-28T09:56:00.000Z,4066.0,Chiliz,CHZ,chiliz,0x575e5dc6d16e6043c79f0f44282960a0d2cc86d3,
397,1969,Sociall,SCL,sociall,2301.0,1,1,2017-09-19T04:29:47.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8,
398,2581,Sharpe Platform Token,SHP,sharpe-platform-token,,1,0,2018-03-12T22:19:20.000Z,2020-02-18T16:59:04.000Z,1027.0,Ethereum,ETH,ethereum,0xef2463099360a085f1f10b076ed72ef625497a06,
399,2003,Smart Investment Fund Token,SIFT,smart-investment-fund-token,,1,0,2017-09-29T19:29:27.000Z,2018-02-09T16:34:15.000Z,1027.0,Ethereum,ETH,ethereum,0x8a187d5285d316bcbc9adafc08b51d70a0d8e000,
400,8598,xSigma,SIG,xsigma,2194.0,1,1,2021-02-24T18:45:00.000Z,2022-10-28T09:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7777777777697cfeecf846a76326da79cc606517,
401,2611,Spectiv,SIG,signal-token,,1,0,2018-03-25T21:54:21.000Z,2021-02-25T13:24:07.000Z,1027.0,Ethereum,ETH,ethereum,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792,
402,1830,SkinCoin,SKIN,skincoin,2320.0,1,1,2017-07-21T15:49:17.000Z,2022-10-28T09:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2bdc0d42996017fce214b21607a515da41a9e0c5,
403,6515,SKIN RICH,SKIN,skin-rich,,1,0,,,,,,,,
