name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,Crowdsale is auction,Has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Utility token enables decentralization,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share crowdsale investors (ex ante),Token share presale investors (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,Unsold tokens locked up,Lock up period unsold tokens (years),Team lockup period (weighted avg.),Presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Team size,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,address,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,Amount raised in presale (USDm),Amount raised in crowdsale (USDm),Total amount raised (USDm),Total amount raised (USDm),BTC_ret_ico_period,Presale discount (%),Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,Percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,average_discount,Team tokens locked up,Presale tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Token share crowdsale investors (ex post),post_money_val_crowdsale,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,Legal entity is corporation or LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry,(first) date,Time to listing (calendar days)
NapoleonX (NPX),NaPoleonX,NPX,1,0,18316500,EUR,1,Utility-token,,19178185,29800000,ERC-20,0,1,1,1,0,1,1681815,1,1,1,40,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,,,0,,No,No,1,11,1,1,unknown,limited liability partnership,France,"Napoleon Crypto SAS, 11 rue de Sevres, 75 006 Paris",0,0,0,1,0,1,1,1,1,1,0,Finance,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02,1/22/18,2/28/18,2/28/18,1,11,12,12,0,23,1,0,EUR,EUR,67,64,1,1,1,1,20,0,0,0,31,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,17,0,0,1,0,0,0,0,0,0,1,1,38,38,0,1,Finance,3/21/18,21
Neumark,Neumark,NEU,1,5026604,,tokens,0,Security,,26520727,53014331,ERC-20,0,0,,,0,1,,,,1,62,1,0,1,0,1,,1,1,0,0,0,,,0,1,0,0,,,,No,No,0,15,1,0,high,limited liability partnership,Germany,"Fifth Force GmbH, Cuvrystr. 4, 4th floor, 10997 Berlin, Germany ",0,1,0,0,0,1,1,0,0,0,0,Finance,0xa823e6722006afe99e91c30ff5295052fe6b8e32,11/17/17,12/17/17,12/17/17,5,21,26,26,1,,1,0,tokens,tokens,,,,,1,1,,0,0,0,,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,41,0,1,0,0,0,0,0,0,0,1,1,31,31,,0,Finance,12/29/17,12
Neuromation,Neurotoken,NTK,1,0,69190200,tokens,1,Utility-token,,7000000,100000000,ERC-20,0,1,1,1,0,1,53000000,1,1,1,36,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,,,,,No,No,0,8,1,1,neutral,joint-stock corporation,Estonia,"Liivalaia tn 45, Kesklinna district, Tallinn city, Harju county, 10145",0,0,0,0,0,0,1,1,0,0,0,Data Analytics,0x69beab403438253f13b6e92db91f7fb849258263,1/7/18,2/15/18,1/7/18,45,11,56,56,0,38,1,0,tokens,tokens,81,45,1,1,2,2,31,1,0,0,19,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,157,0,0,1,0,0,0,1,0,1,0,1,1,40,,1,Data Analytics,2/20/18,44
Nimiq,Nimiq Exchange Token,NET,1,0,11587200,ETH,0,New Blockchain,,1050000,21000000,ERC-20,0,1,2,1,0,1,315000,,,1,9,1,1,0,0,0,,1,1,1,0,0,0,0,1,0,1,1,5,5,0,No,No,0,13,0,0,unknown,joint-stock corporation,British Virgin Islands,unknown,0,0,0,0,0,0,1,0,0,0,0,Blockchain Infrastructure,0xcfb98637bcae43c13323eaa1731ced2b716962fd,6/28/17,7/8/17,7/28/17,,12,12,,0,,1,0,ETH,ETH,,,,,1,1,29,0,0,0,-449,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,232,0,0,0,0,1,1,1,0,1,0,1,31,11,5,0,Blockchain Infrastructure,7/15/17,-13
Nitro,Nitro,NOX,1,0,1368483000,BTC,1,Utility-token,,,120000000,ERC-20,0,1,1,1,0,1,,1,1,1,43,0,0,0,0,1,0,1,0,1,0,1,,,0,0,1,0,0,0,,No,No,0,12,1,1,high,unknown,British Virgin Islands,unknown,0,1,0,0,0,0,0,1,0,0,0,Video Games & VR,0xec46f8207d766012454c408de210bcbc2243e71c,12/1/17,12/26/17,12/26/17,,3,3,,0,23,1,0,BTC,BTC,,,1,1,,1,20,0,0,0,,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,0,0,0,0,,26,26,,0,Video Games & VR,1/19/18,24
NVO,NVO,NVST,1,0,,tokens,1,Security,,15000000,15000000,No,0,1,1,1,1,0,,,,0,15,0,0,0,0,1,,,0,1,0,0,1,0,0,1,0,,,,,No,No,1,3,0,1,low,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,not applicable,5/23/17,6/27/17,6/27/17,0,8,8,8,0,,0,0,tokens,tokens,,,,,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,0,1,0,0,0,0,0,0,0,0,,36,36,,1,Trading & Exchanges,7/10/17,13
OAX,OAX,OAX,1,7422286,17128353,tokens,1,Security,4400,25009250,100000000,ERC-20,1,1,1,1,0,0,,,,0,23,0,0,1,0,0,,1,1,0,0,1,0,0,0,0,1,0,0,1,,No,No,1,15,1,0,high,joint-stock corporation,Hong Kong,"19B CNT Tower, 338 Hennessy Road Wan Chai",0,1,0,0,0,1,0,0,1,1,1,Trading & Exchanges,0x701c244b988a513c945973defa05de933b23fe1d,6/22/17,7/4/17,7/4/17,0,14,14,14,0,,1,1,tokens,tokens,84,84,,,1,1,0,0,0,0,-1,1,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,57,0,1,0,0,0,0,0,0,1,0,1,13,13,1,1,Trading & Exchanges,7/31/17,27
OmiseGO,OmiseGO,OMG,1,0,25000000,USD,1,Cryptocurrency,,91299754,140245398,ERC-20,0,0,0,0,0,0,,,,1,16,0,0,4,0,1,,0,0,1,0,0,1,0,0,1,0,,,1,,SBI Investment; SMDV; SMBC; Golden Gate Ventures; Ascend Capital; East Ventures; Krungsri; 500 Startups,Pantera Capital; Kenetic Capital; Nirvana Capital,0,5,1,1,high,joint-stock corporation,Singapore,"7, STRAITS VIEW, #11-01, MARINA ONE EAST TOWER, SINGAPORE 018936",0,0,0,0,0,0,1,1,0,1,1,Payments,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,6/7/17,6/27/17,6/27/17,0,27,27,27,0,,1,0,USD,USD,107,100,,,0,0,0,0,0,0,0,1,,1,1,1,0,0,1,1,1,1,1,0,1,1,1,41,0,0,0,1,0,1,1,0,1,0,1,21,21,1,1,Payments,7/14/17,17
Opus,Opus,OPT,1,0,20000000,USD,1,Utility-token,,112834131,249308531,ERC-223,0,0,0,0,0,1,20474400,0,0,1,42,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,,,,,No,No,1,10,0,0,unknown,joint-stock corporation,United Kingdom,"Opus Stream Ltd., 590 Kingston Road, London, United Kingdom, SW20 8DN ",0,0,0,0,0,0,0,0,0,0,1,Content Management,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0,7/20/17,8/23/17,8/24/17,1,5,6,6,0,35,1,0,USD,USD,29,27,0,0,0,0,13,0,1,1,6,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,11,0,0,1,0,0,0,1,0,1,0,1,36,35,,1,Content Management,8/29/17,5
OriginTrail,OriginTrail,TRAC,1,,20203860,USD;tokens,1,Utility-token,1184,125000000,500000000,ERC-20,0,0,0,0,1,1,125000000,0,0,1,27,1,0,5,1,1,1,1,1,1,1,1,0,0,0,1,0,,,0,,No,No,1,9,0,1,high,limited liability partnership,Slovenia,"OriginTrail, d.o.o., Vojkova cesta 63, 1000 Ljubljana, Slovenia",0,0,0,0,0,1,0,0,1,0,0,Provenance & Notary,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,1/17/18,2/12/18,1/17/18,8,10,19,19,0,17,1,1,USD,tokens,92,86,0,0,0,0,0,0,0,0,8,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,40,0,0,1,0,0,0,1,0,0,1,1,1,27,0,1,Provenance & Notary,1/25/18,8
Oxycoin,Oxycoin,OXY,1,3488106,11194651,BTC,0,Cryptocurrency,,,100000000,No,0,,,,1,1,,,,0,27,0,0,0,0,1,,,1,1,0,0,,,0,0,1,0,0,,,No,No,0,5,0,0,low,limited liability partnership,Netherlands,"Oxycoin B.V., Prinses Margrietplantsoen 33, 2595AM 's-Gravenhage",0,0,0,0,0,0,1,0,0,0,0,Finance,not applicable,9/1/17,10/1/17,10/1/17,2,4,6,6,0,,1,1,BTC,BTC,56,44,,,,,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,,,0,0,0,1,0,1,1,0,0,1,1,31,31,,0,Finance,11/10/17,40
Pally,,,1,1387971,,ETH,1,Utility-token,,15679833,55679834,ERC-20,0,0,0,0,0,1,10000000,0,0,1,25,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,,,,,No,No,0,6,0,0,high,joint-stock corporation,United Kingdom,"PENPAL GROUP LTD, 21 Callingham House Clapham Road Estate, London, England, SW4 6NF ",0,0,0,0,0,0,1,1,0,0,0,Travel & Tourisim,0x562952c749d05dca4cd004489a153c7ee7e58240,10/12/17,11/9/17,12/13/17,0,,0,,1,75,1,1,ETH,ETH,,,0,0,,0,25,0,0,0,90,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,,0,0,1,0,0,0,1,0,1,0,1,63,29,,1,Travel & Tourisim,,
Paragon,Paragon,PRG,1,0,250000000,tokens,1,Utility-token,,,200000000,ERC-20,0,1,3,,0,1,,1,1,1,44,0,0,0,0,1,0,0,0,0,0,1,,,0,1,0,,,1,,No,No,1,12,0,1,low,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,0,Real Estate,0x7728dfef5abd468669eb7f9b48a7f70a501ed29d,9/15/17,10/16/17,10/15/17,,,,,0,70,1,0,tokens,tokens,,,,1,,2,62,0,0,0,,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,,,1,0,1,0,0,0,0,0,1,0,1,31,32,1,0,Real Estate,10/26/17,11
Patientory,Patientory,PTOY,1,370051,13566844,tokens,1,Utility-token,1728,27694397,100000000,ERC-20,0,0,0,0,0,1,42305603,0,0,1,19,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,,,0,,StartUp Health; Boomtown Accelerator; MedTech Innovator,No,0,7,1,1,high,joint-stock corporation,United States,"Patientory, Inc., 859 Spring St. NW Atlanta, GA 30308",0,0,0,0,0,0,0,0,0,0,0,Drugs & Healthcare,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,5/31/17,6/3/17,6/28/17,6,4,11,11,0,29,1,1,tokens,tokens,79,61,0,0,0,0,17,0,0,0,21,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,16,0,0,1,0,0,0,1,0,1,0,1,29,4,0,1,Drugs & Healthcare,6/6/17,-22
Peerplays,Peerplays,PPY,1,4500000,9500000,USD,0,Security,,,,No,1,5,5,5,0,1,3000000,0,4,1,12,1,1,1,0,1,,,1,1,0,0,0,1,0,1,0,,,0,,No,No,1,4,1,1,neutral,other,Canada,unknown,0,0,0,0,0,0,0,0,0,0,0,Gambling & Betting,not applicable,2/24/17,5/14/17,5/14/17,5,3,7,7,0,95,1,0,USD,USD,76,54,2,2,,5,8,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,80,80,0,1,Gambling & Betting,6/13/17,30
Pillar,Pillar,PLR,1,,55708442,USD;tokens,0,Utility-token,,187384201,800000000,ERC-20,0,0,0,0,0,1,48000000,0,0,0,38,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,10,3,,No,No,0,4,1,1,high,joint-stock corporation,Switzerland,"Bahnhofstrasse 21,6300 Zug",0,0,0,0,0,0,0,1,0,0,0,Payments,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,7/15/17,7/17/17,7/17/17,5,18,23,23,0,0,1,1,USD,tokens,41,35,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,77,0,0,1,0,0,0,1,0,1,0,1,3,3,7,1,Payments,7/24/17,7
Playkey,Playkey,PKT,1,0,105911417,tokens,1,Utility-token,,,19893268,ERC-20,0,2,2,2,0,1,,1,1,1,37,0,0,4,0,1,1,1,0,1,1,0,,,0,1,0,,,1,,Clarsia Investments; Internet Initiatives Development Fund,Uncharted Capital,0,45,1,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,1,0,0,1,0,1,Video Games & VR,0x2604fa406be957e542beb89e6754fcde6815e83f,11/1/17,11/30/17,11/30/17,,7,7,,0,34,1,0,tokens,tokens,,,,1,,2,14,0,0,0,,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,30,30,1,0,Video Games & VR,12/20/17,20
Po.et,Po.et,POE,1,1000000,11000000,USD,0,Utility-token,,1570796327,3141592653,ERC-20,0,0,0,0,0,1,314159265,0,0,0,26,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,,,No,Fenbushi Capital; BTC Labs,0,8,0,1,unknown,joint-stock corporation,Singapore,"POET TECHNOLOGY LIMITED,  22 NORTH CANAL ROAD #02-00 SINGAPORE 048834",0,0,0,0,0,0,1,1,0,0,0,Content Management,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,8/8/17,9/6/17,8/8/17,1,10,11,11,0,50,1,0,USD,USD,100,100,0,0,0,0,0,0,0,1,8,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,20,0,0,1,0,0,0,0,0,1,0,1,1,30,,1,Content Management,9/1/17,24
Polkadot,,,1,,,tokens,1,Utility-token,,5000000,10000000,ERC-20,1,,,,1,0,,,,1,21,0,0,2,0,1,1,1,1,0,0,1,1,0,0,1,0,,,,,No,zk Capital; Kenetic Capital,1,30,0,0,unknown,foundation,Switzerland,"Web 3.0 Technologies Stiftung,  Reiffergässli 4, 6300 Zug",1,0,0,0,0,1,1,1,0,0,0,Blockchain Infrastructure,unknown,10/15/17,10/27/17,10/27/17,0,144,144,144,0,,1,0,tokens,tokens,,,,,,,,0,1,1,,0,,1,1,1,0,1,1,1,1,0,1,1,0,0,1,289,0,0,1,0,0,0,1,1,0,0,0,13,13,,1,Blockchain Infrastructure,,
Polybius,Polybius,PLBT,1,0,200000000,tokens,1,Security,,3969565,4268349,ERC-20,0,8,10,10,0,0,,,,1,25,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,0,,,,No,No,0,12,1,1,neutral,foundation,Estonia,Tartu mnt 43 Tallinn 10128 Estonia,0,0,0,0,0,1,1,0,0,0,0,Finance,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,5/31/17,7/5/17,7/5/17,0,31,31,31,0,,1,0,tokens,tokens,16,16,,,8,8,20,0,0,0,22,0,,1,1,1,0,0,1,1,0,0,0,0,0,1,1,33,0,1,0,0,0,0,0,1,0,0,0,36,36,,1,Finance,7/6/17,1
Power Ledger,Power Ledger,POWR,1,13200000,,USD,0,Utility-token,,140000000,1000000000,ERC-20,0,0,0,0,1,1,190000000,0,0,1,34,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,,,1,,No,No,0,29,1,1,low,joint-stock corporation,Australia,"218 St Georges Terrace (8,658.64 mi), Perth, Western Australia 6000",0,0,0,0,0,0,1,1,0,1,0,Energy & Utilities,0x595832f8fc6bf59c85c527fec3740a1b7a361269,9/12/17,10/6/17,10/6/17,13,13,26,26,0,18,0,0,USD,USD,,,0,0,0,0,20,0,0,0,21,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,95,0,0,1,0,0,0,1,0,1,0,1,25,25,1,1,Energy & Utilities,11/1/17,26
Primalbase Token,Primalbase Token,PBT,1,7588350,12647250,tokens,1,Utility-token,,1000,1250,Waves,0,7588,12647,12647,0,0,,,,1,10,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,,,No,No,1,15,0,1,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Real Estate,not applicable,6/26/17,6/28/17,7/26/17,0,8,8,8,0,,1,1,tokens,tokens,62,62,,,7864,7864,40,0,0,0,38,0,,1,0,0,0,0,0,1,0,0,0,1,0,1,1,10,0,0,1,0,0,0,0,0,0,0,,31,3,,1,Real Estate,7/27/17,1
Privatix,Privatix,PRIX,1,1640701,19441550,ETH,0,Utility-token,1435,758627,1275455,ERC-20,0,2,3,3,0,1,300000,2,2,1,75,0,0,2,0,1,1,1,0,1,0,0,1,0,0,1,0,,,0,,No,No,0,11,1,1,neutral,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,0,0,0,Communications,0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a,10/18/17,11/16/17,11/16/17,1,2,3,3,0,34,1,1,ETH,ETH,15,13,2,2,3,3,25,0,0,0,13,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,4,0,0,1,0,0,0,1,0,1,0,1,30,30,0,1,Communications,11/16/17,0
Proof Suite,,,1,0,96975471,ETH,1,Security,,,2362062,ERC-20,0,41,41,41,0,1,,23,23,0,19,0,0,0,0,1,,1,0,1,0,1,,,0,0,1,0,0,,,No,No,0,8,0,0,neutral,unknown,Estonia," Roosikrantsi 2, 10119 Tallinn, Estonia",0,0,0,0,0,0,0,0,0,0,0,Finance,unknown,11/1/17,12/1/17,12/1/17,2,1,3,3,0,43,1,0,ETH,ETH,3,1,23,23,41,41,0,0,0,0,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,0,0,,31,31,,0,Finance,,
Propy,Propy,PRO,1,0,35000000,USD,0,Utility-token,,16036081,100000000,ERC-20,0,1,1,1,0,1,,,,1,31,1,1,2,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,,No,No,0,11,1,0,high,joint-stock corporation,United States,"644 Emerson St, Suite 100. Palo Alto, CA 94301",0,0,0,0,0,0,0,0,0,0,0,Real Estate,0x226bb599a12c826476e3a771454697ea52e9e220,7/23/17,9/15/17,9/15/17,,12,12,,0,,1,0,USD,USD,,,,,1,1,13,0,0,0,,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,75,0,0,1,0,0,0,1,0,1,0,1,55,55,1,0,Real Estate,9/19/17,4
Protos,,,,50000000,60000000,tokens,1,Security,,,,ERC-20,0,1,1,1,0,1,,,,0,92,0,0,0,0,1,,0,0,1,0,,,,0,0,1,,0,,,Earlybird Venture Capital,No,0,4,1,1,neutral,joint-stock corporation,Singapore,"PRTS CAM PTE. LTD., 60 PAYA LEBAR ROAD #08-43 PAYA LEBAR SQUARE SINGAPORE 409051",0,0,0,0,0,1,1,1,0,1,0,Content Management,unknown,10/31/17,12/15/17,12/15/17,,,,,1,,1,1,tokens,tokens,,,,,1,1,0,1,0,0,,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,,,0,1,0,0,0,0,0,0,1,0,1,46,46,,0,Content Management,,
Publica,Publica,PBL,1,500000,1000000,USD,0,Utility-token,,,33787150,ERC-20,0,0,0,0,0,1,,0,0,0,20,0,0,0,0,1,1,1,0,0,0,0,,,0,1,0,,,1,,No,No,0,21,1,1,neutral,unknown,unknown,unknown,0,0,0,0,0,0,1,0,0,0,0,Content Management,0x55648de19836338549130b1af587f16bea46f66b,11/1/17,11/14/17,12/1/17,,1,1,,0,41,1,1,USD,USD,,,,0,,0,29,0,0,0,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,,0,0,1,0,0,0,1,0,0,0,,31,14,1,0,Content Management,11/23/17,-8
Pundi X,Pundi X,NPXS,1,0,40000000,USD,1,Utility-token,,9321775,,ERC-20,1,2,2,2,0,1,38643852,,2,1,38,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,,1,No,No,0,29,1,0,unknown,limited liability partnership,Isle of Man,"1st Floor, Millennium House, Victoria Road, Douglas, Isle of Man, IM2 4RW ",0,0,0,1,0,1,1,1,0,0,1,Payments,0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3,1/20/18,1/30/18,1/21/18,30,20,49,49,0,,1,0,USD,USD,124,100,1,1,2,2,13,0,0,0,51,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,,0,0,1,0,0,0,1,0,0,1,1,2,11,,1,Payments,1/25/18,4
QASH,QASH,QASH,1,12362800,61814000,tokens,0,Utility-token,,350000000,1000000000,ERC-20,0,0,0,0,0,1,,,0,1,73,1,1,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,,Jafco; B Dash Ventures; SBI Investment; Mistletoe; Digital Garage,No,0,33,1,1,high,joint-stock corporation,Singapore,"Quoine PTE. LTD., 8 Orange Grove Road #06-02, Singapore 258342",0,0,0,0,0,1,0,1,0,0,0,Finance,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6,11/6/17,11/8/17,11/8/17,,87,87,,0,,1,1,tokens,tokens,,,,,0,0,0,0,0,0,,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,247,0,0,1,0,0,0,0,0,1,0,1,3,3,,0,Finance,11/21/17,13
Qbao,Qbao,QBT,1,2954000,13293000,tokens,0,Utility-token,,31500000,100000000,QTUM,0,0,0,0,0,1,10800000,0,0,1,40,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,No,No,0,,1,0,unknown,foundation,Singapore,"QBAO Foundation Ltd., 9 TEMASEK BOULEVARD #04-02 SUNTEC TOWER TWO SINGAPORE 038989",0,0,0,0,0,1,0,0,0,0,0,Social Networks,not applicable,11/19/17,12/19/17,11/20/17,3,9,12,12,0,17,1,0,tokens,tokens,93,91,0,0,0,0,9,0,1,0,11,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,30,0,0,1,0,0,0,0,1,0,0,0,2,31,1,1,Social Networks,12/3/17,13
QLINK,QLC Chain,QLC,1,20005200,21400100,NEO,0,Utility-token,,5400000,600000000,NEO,0,0,0,0,0,1,187200000,0,0,1,34,0,0,3,0,1,1,0,0,1,0,1,0,0,0,1,0,,,1,0,No,District 13,0,13,1,1,neutral,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,1,1,1,0,1,1,Communications,not applicable,12/19/17,1/19/18,1/19/18,20,1,21,21,0,0,1,0,NEO,NEO,96,40,0,0,0,0,0,1,0,0,60,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,62,0,0,1,0,0,0,1,0,1,0,1,32,32,1,1,Communications,12/29/17,-21
Qtum,Qtum,QTUM,1,0,19049180,tokens,1,New Blockchain,,51000000,100000000,No,0,0,0,0,0,0,,,,0,27,0,0,2,0,1,,,1,1,0,0,1,0,0,0,1,0,0,,,No,Kenetic Capital; Nirvana Capital,0,30,1,0,low,unknown,Singapore,unknown,0,0,0,0,0,0,0,0,0,1,0,Blockchain Infrastructure,not applicable,3/12/17,4/15/17,3/21/17,0,15,15,15,0,,1,0,tokens,tokens,81,81,,,0,0,21,0,0,0,19,0,,0,0,0,0,0,0,0,1,0,1,1,0,1,1,30,0,0,0,0,1,1,1,0,0,0,,10,35,,1,Blockchain Infrastructure,5/24/17,64
Raiden Network Token,Raiden Network Token,RDN,1,0,31948806,tokens,1,Cryptocurrency,,50000000,100000000,ERC-20,0,1,1,1,1,0,,,,0,0,0,0,3,0,0,,1,1,0,0,1,1,0,0,0,1,0,0,,,No,Nirvana Capital,0,11,1,0,unknown,other,Liechtenstein,Brainbot Labs Establishment Lettstrasse 12 ,0,0,0,0,0,1,0,0,0,0,0,Payments,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,10/18/17,11/1/17,11/1/17,0,32,32,32,0,,1,0,tokens,tokens,100,100,,,1,1,0,0,0,0,0,0,,1,1,1,1,0,1,1,1,0,1,1,0,1,1,64,0,0,0,1,0,1,1,0,0,0,0,15,15,,1,Payments,11/8/17,7
REAL,REAL,REAL,1,0,60292000,ETH,1,Security,4352,3180817,19717288,ERC-20,0,1,1,1,0,1,6875000,1,1,0,38,0,0,0,0,1,,1,0,1,1,0,0,0,0,1,0,,,1,,No,No,0,6,1,1,high,joint-stock corporation,Singapore,"Real Estate Asset Ledger Pte. Ltd. , 22 North Canal Road #02-00, Singapore 048834.",0,0,0,0,0,0,0,0,0,0,0,Real Estate,0x9214ec02cb71cba0ada6896b8da260736a67ab10,8/31/17,9/30/17,9/30/17,8,4,11,11,0,20,1,0,ETH,ETH,19,7,1,1,1,1,17,0,0,0,19,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,23,0,1,0,0,0,0,0,0,1,0,1,31,31,1,1,Real Estate,10/8/17,8
REALT,,,1,1223520,3823500,ETH,1,Utility-token,,,100000000,ERC-20,0,1,1,1,0,0,,,,1,11,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,,,No,No,0,2,1,1,unknown,limited liability partnership,United Kingdom,"97 Friars Mead, London, England, E14 3JY",0,0,0,0,0,0,0,0,0,0,0,Commerce & Advertising,unknown,9/7/17,10/31/17,10/31/17,0,,0,,0,,1,1,ETH,ETH,,,,,1,1,0,0,0,0,,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,0,1,1,55,55,,1,Commerce & Advertising,,
Red Pulse,Red Pulse Phoenix,PHX,1,0,15000000,USD,1,Utility-token,,366728700,1358371250,No,1,0,0,0,0,1,176619800,0,0,1,31,1,1,2,1,1,1,,0,1,0,0,0,0,0,1,0,,,1,,No,Badwater Capital,0,3,1,1,high,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,1,1,1,1,0,0,Finance,not applicable,10/8/17,10/22/17,10/8/17,5,10,15,15,0,33,1,0,USD,USD,99,99,0,0,0,0,23,0,0,0,15,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,38,0,0,1,0,0,0,1,0,1,0,1,1,15,1,1,Finance,10/28/17,20
